error,label
"* What went wrong:
Could not update time stamp for /home/tako/mingu/gradle-project/star50-101-200/ICNDB_AS/.gradle/4.10.1/gc.properties",10.0
"* What went wrong:
Could not update timestamp for /home/tako/mingu/gradle-project/star50-101-200/isadjavafx/.gradle/5.4.1/gc.properties
> /home/tako/mingu/gradle-project/star50-101-200/isadjavafx/.gradle/5.4.1/gc.properties (Permission denied)",10.0
"* What went wrong:
Could not update timestamp for /home/tako/mingu/gradle-project/star50-101-200/javacard-gradle-template/.gradle/6.4.1/gc.properties
> /home/tako/mingu/gradle-project/star50-101-200/javacard-gradle-template/.gradle/6.4.1/gc.properties (Permission denied)",10.0
"* What went wrong:
Could not update time stamp for /home/tako/mingu/gradle-project/star50-101-200/java-gradle-starter-project/.gradle/5.0/gc.properties
> /home/tako/mingu/gradle-project/star50-101-200/java-gradle-starter-project/.gradle/5.0/gc.properties: Operation not permitted",10.0
"* What went wrong:
Could not update timestamp for /home/tako/mingu/gradle-project/star50-101-200/jsweet-gradle-plugin/.gradle/5.6.4/gc.properties
> /home/tako/mingu/gradle-project/star50-101-200/jsweet-gradle-plugin/.gradle/5.6.4/gc.properties (Permission denied)",10.0
"java.io.FileNotFoundException: /home/tako/mingu/gradle-project/star50-101-200/LLibrary/.gradle/gradle.log (Permission denied)
        at java.io.FileOutputStream.open0(Native Method)
        at java.io.FileOutputStream.open(FileOutputStream.java:270)
        at java.io.FileOutputStream.<init>(FileOutputStream.java:213)
        at java.io.FileOutputStream.<init>(FileOutputStream.java:162)
        at com.google.common.io.Files.newWriter(Files.java:103)
        at net.minecraftforge.gradle.util.FileLogListenner.<init>(FileLogListenner.java:54)
        at net.minecraftforge.gradle.common.BasePlugin.apply(BasePlugin.java:138)
        at net.minecraftforge.gradle.common.BasePlugin.apply(BasePlugin.java:92)
        at org.gradle.api.internal.plugins.ImperativeOnlyPluginApplicator.applyImperative(ImperativeOnlyPluginApplicator.java:35)
        at org.gradle.api.internal.plugins.RuleBasedPluginApplicator.applyImperative(RuleBasedPluginApplicator.java:43)
        at org.gradle.api.internal.plugins.DefaultPluginManager.doApply(DefaultPluginManager.java:137)
        at org.gradle.api.internal.plugins.DefaultPluginManager.apply(DefaultPluginManager.java:112)
        at org.gradle.api.internal.plugins.DefaultObjectConfigurationAction.applyType(DefaultObjectConfigurationAction.java:112)
        at org.gradle.api.internal.plugins.DefaultObjectConfigurationAction.access$200(DefaultObjectConfigurationAction.java:35)
        at org.gradle.api.internal.plugins.DefaultObjectConfigurationAction$3.run(DefaultObjectConfigurationAction.java:79)
        at org.gradle.api.internal.plugins.DefaultObjectConfigurationAction.execute(DefaultObjectConfigurationAction.java:135)
        at org.gradle.api.internal.project.AbstractPluginAware.apply(AbstractPluginAware.java:46)
        at org.gradle.api.plugins.PluginAware$apply.call(Unknown Source)
        at org.codehaus.groovy.runtime.callsite.CallSiteArray.defaultCall(CallSiteArray.java:48)
        at org.codehaus.groovy.runtime.callsite.AbstractCallSite.call(AbstractCallSite.java:113)
        at org.codehaus.groovy.runtime.callsite.AbstractCallSite.call(AbstractCallSite.java:125)
        at org.gradle.api.internal.project.ProjectScript.apply(ProjectScript.groovy:35)
        at org.gradle.api.Script$apply$0.callCurrent(Unknown Source)
        at org.codehaus.groovy.runtime.callsite.CallSiteArray.defaultCallCurrent(CallSiteArray.java:52)
        at org.codehaus.groovy.runtime.callsite.AbstractCallSite.callCurrent(AbstractCallSite.java:154)
        at org.codehaus.groovy.runtime.callsite.AbstractCallSite.callCurrent(AbstractCallSite.java:166)
        at build_8jncrdo7f6wkiskklelpwr085.run(/home/tako/mingu/gradle-project/star50-101-200/LLibrary/build.gradle:20)
        at org.gradle.groovy.scripts.internal.DefaultScriptRunnerFactory$ScriptRunnerImpl.run(DefaultScriptRunnerFactory.java:91)
        at org.gradle.configuration.DefaultScriptPluginFactory$ScriptPluginImpl$2.run(DefaultScriptPluginFactory.java:155)
        at org.gradle.configuration.ProjectScriptTarget.addConfiguration(ProjectScriptTarget.java:72)
        at org.gradle.configuration.DefaultScriptPluginFactory$ScriptPluginImpl.apply(DefaultScriptPluginFactory.java:160)
        at org.gradle.configuration.project.BuildScriptProcessor.execute(BuildScriptProcessor.java:38)
        at org.gradle.configuration.project.BuildScriptProcessor.execute(BuildScriptProcessor.java:25)
        at org.gradle.configuration.project.ConfigureActionsProjectEvaluator.evaluate(ConfigureActionsProjectEvaluator.java:34)
        at org.gradle.configuration.project.LifecycleProjectEvaluator.evaluate(LifecycleProjectEvaluator.java:55)
        at org.gradle.api.internal.project.AbstractProject.evaluate(AbstractProject.java:532)
        at org.gradle.api.internal.project.AbstractProject.evaluate(AbstractProject.java:93)
        at org.gradle.execution.TaskPathProjectEvaluator.configureHierarchy(TaskPathProjectEvaluator.java:42)
        at org.gradle.configuration.DefaultBuildConfigurer.configure(DefaultBuildConfigurer.java:35)
        at org.gradle.initialization.DefaultGradleLauncher$2.run(DefaultGradleLauncher.java:125)
        at org.gradle.internal.Factories$1.create(Factories.java:22)
        at org.gradle.internal.progress.DefaultBuildOperationExecutor.run(DefaultBuildOperationExecutor.java:90)
        at org.gradle.internal.progress.DefaultBuildOperationExecutor.run(DefaultBuildOperationExecutor.java:52)
        at org.gradle.initialization.DefaultGradleLauncher.doBuildStages(DefaultGradleLauncher.java:122)
        at org.gradle.initialization.DefaultGradleLauncher.access$200(DefaultGradleLauncher.java:32)
        at org.gradle.initialization.DefaultGradleLauncher$1.create(DefaultGradleLauncher.java:99)
        at org.gradle.initialization.DefaultGradleLauncher$1.create(DefaultGradleLauncher.java:93)
        at org.gradle.internal.progress.DefaultBuildOperationExecutor.run(DefaultBuildOperationExecutor.java:90)
        at org.gradle.internal.progress.DefaultBuildOperationExecutor.run(DefaultBuildOperationExecutor.java:62)
        at org.gradle.initialization.DefaultGradleLauncher.doBuild(DefaultGradleLauncher.java:93)
        at org.gradle.initialization.DefaultGradleLauncher.run(DefaultGradleLauncher.java:82)
        at org.gradle.launcher.exec.InProcessBuildActionExecuter$DefaultBuildController.run(InProcessBuildActionExecuter.java:94)
        at org.gradle.tooling.internal.provider.ExecuteBuildActionRunner.run(ExecuteBuildActionRunner.java:28)
        at org.gradle.launcher.exec.ChainingBuildActionRunner.run(ChainingBuildActionRunner.java:35)
        at org.gradle.launcher.exec.InProcessBuildActionExecuter.execute(InProcessBuildActionExecuter.java:43)
        at org.gradle.launcher.exec.InProcessBuildActionExecuter.execute(InProcessBuildActionExecuter.java:28)
        at org.gradle.launcher.exec.ContinuousBuildActionExecuter.execute(ContinuousBuildActionExecuter.java:75)
        at org.gradle.launcher.exec.ContinuousBuildActionExecuter.execute(ContinuousBuildActionExecuter.java:45)
        at org.gradle.launcher.exec.DaemonUsageSuggestingBuildActionExecuter.execute(DaemonUsageSuggestingBuildActionExecuter.java:51)
        at org.gradle.launcher.exec.DaemonUsageSuggestingBuildActionExecuter.execute(DaemonUsageSuggestingBuildActionExecuter.java:28)
        at org.gradle.launcher.cli.RunBuildAction.run(RunBuildAction.java:43)
        at org.gradle.internal.Actions$RunnableActionAdapter.execute(Actions.java:170)
        at org.gradle.launcher.cli.CommandLineActionFactory$ParseAndBuildAction.execute(CommandLineActionFactory.java:237)
        at org.gradle.launcher.cli.CommandLineActionFactory$ParseAndBuildAction.execute(CommandLineActionFactory.java:210)
        at org.gradle.launcher.cli.JavaRuntimeValidationAction.execute(JavaRuntimeValidationAction.java:35)
        at org.gradle.launcher.cli.JavaRuntimeValidationAction.execute(JavaRuntimeValidationAction.java:24)
        at org.gradle.launcher.cli.CommandLineActionFactory$WithLogging.execute(CommandLineActionFactory.java:206)
        at org.gradle.launcher.cli.CommandLineActionFactory$WithLogging.execute(CommandLineActionFactory.java:169)
        at org.gradle.launcher.cli.ExceptionReportingAction.execute(ExceptionReportingAction.java:33)
        at org.gradle.launcher.cli.ExceptionReportingAction.execute(ExceptionReportingAction.java:22)
        at org.gradle.launcher.Main.doAction(Main.java:33)
        at org.gradle.launcher.bootstrap.EntryPoint.run(EntryPoint.java:45)
        at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
        at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
        at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
        at java.lang.reflect.Method.invoke(Method.java:498)
        at org.gradle.launcher.bootstrap.ProcessBootstrap.runNoExit(ProcessBootstrap.java:54)
        at org.gradle.launcher.bootstrap.ProcessBootstrap.run(ProcessBootstrap.java:35)
        at org.gradle.launcher.GradleMain.main(GradleMain.java:23)
        at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
        at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
        at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
        at java.lang.reflect.Method.invoke(Method.java:498)
        at org.gradle.wrapper.BootstrapMainStarter.start(BootstrapMainStarter.java:30)
        at org.gradle.wrapper.WrapperExecutor.execute(WrapperExecutor.java:129)
        at org.gradle.wrapper.GradleWrapperMain.main(GradleWrapperMain.java:61)",10.0
"* What went wrong:
Could not update timestamp for /home/tako/mingu/gradle-project/star50-101-200/template-project-gradle/.gradle/5.6.1/gc.properties
> /home/tako/mingu/gradle-project/star50-101-200/template-project-gradle/.gradle/5.6.1/gc.properties (Permission denied)",10.0
"Exception in thread ""main"" java.lang.RuntimeException: java.io.IOException: Server returned HTTP response code: 403 for URL: http://services.gradle.org/distributions/gradle-2.3-all.zip
        at org.gradle.wrapper.ExclusiveFileAccessManager.access(ExclusiveFileAccessManager.java:78)
        at org.gradle.wrapper.Install.createDist(Install.java:44)
        at org.gradle.wrapper.WrapperExecutor.execute(WrapperExecutor.java:126)
        at org.gradle.wrapper.GradleWrapperMain.main(GradleWrapperMain.java:55)
Caused by: java.io.IOException: Server returned HTTP response code: 403 for URL: http://services.gradle.org/distributions/gradle-2.3-all.zip
        at sun.net.www.protocol.http.HttpURLConnection.getInputStream0(HttpURLConnection.java:1900)
        at sun.net.www.protocol.http.HttpURLConnection.getInputStream(HttpURLConnection.java:1498)
        at org.gradle.wrapper.Download.downloadInternal(Download.java:56)
        at org.gradle.wrapper.Download.download(Download.java:42)
        at org.gradle.wrapper.Install$1.call(Install.java:57)
        at org.gradle.wrapper.Install$1.call(Install.java:44)
        at org.gradle.wrapper.ExclusiveFileAccessManager.access(ExclusiveFileAccessManager.java:65)
        ... 3 more",3.0
"Exception in thread ""main"" java.lang.RuntimeException: java.io.IOException: Server returned HTTP response code: 403 for URL: http://services.gradle.org/distributions/gradle-2.10-all.zip
        at org.gradle.wrapper.ExclusiveFileAccessManager.access(ExclusiveFileAccessManager.java:78)
        at org.gradle.wrapper.Install.createDist(Install.java:44)
        at org.gradle.wrapper.WrapperExecutor.execute(WrapperExecutor.java:126)
        at org.gradle.wrapper.GradleWrapperMain.main(GradleWrapperMain.java:55)
Caused by: java.io.IOException: Server returned HTTP response code: 403 for URL: http://services.gradle.org/distributions/gradle-2.10-all.zip
        at sun.net.www.protocol.http.HttpURLConnection.getInputStream0(HttpURLConnection.java:1900)
        at sun.net.www.protocol.http.HttpURLConnection.getInputStream(HttpURLConnection.java:1498)
        at org.gradle.wrapper.Download.downloadInternal(Download.java:56)
        at org.gradle.wrapper.Download.download(Download.java:42)
        at org.gradle.wrapper.Install$1.call(Install.java:57)
        at org.gradle.wrapper.Install$1.call(Install.java:44)
        at org.gradle.wrapper.ExclusiveFileAccessManager.access(ExclusiveFileAccessManager.java:65)
        ... 3 more",3.0
"Exception in thread ""main"" java.lang.RuntimeException: java.io.IOException: Server returned HTTP response code: 403 for URL: http://services.gradle.org/distributions/gradle-1.11-all.zip
        at org.gradle.wrapper.ExclusiveFileAccessManager.access(ExclusiveFileAccessManager.java:78)
        at org.gradle.wrapper.Install.createDist(Install.java:44)
        at org.gradle.wrapper.WrapperExecutor.execute(WrapperExecutor.java:126)
        at org.gradle.wrapper.GradleWrapperMain.main(GradleWrapperMain.java:55)
Caused by: java.io.IOException: Server returned HTTP response code: 403 for URL: http://services.gradle.org/distributions/gradle-1.11-all.zip
        at sun.net.www.protocol.http.HttpURLConnection.getInputStream0(HttpURLConnection.java:1900)
        at sun.net.www.protocol.http.HttpURLConnection.getInputStream(HttpURLConnection.java:1498)
        at org.gradle.wrapper.Download.downloadInternal(Download.java:56)
        at org.gradle.wrapper.Download.download(Download.java:42)
        at org.gradle.wrapper.Install$1.call(Install.java:57)
        at org.gradle.wrapper.Install$1.call(Install.java:44)
        at org.gradle.wrapper.ExclusiveFileAccessManager.access(ExclusiveFileAccessManager.java:65)
        ... 3 more",3.0
"* What went wrong:
A problem occurred configuring root project 'WebApplication-Project-Skeleton'.
> Could not resolve all dependencies for configuration ':classpath'.
   > Could not resolve org.springframework.build.gradle:propdeps-plugin:0.0.5.
     Required by:
         :WebApplication-Project-Skeleton:unspecified
      > Could not GET 'http://repo.spring.io/plugins-release/org/springframework/build/gradle/propdeps-plugin/0.0.5/propdeps-plugin-0.0.5.pom'. Received status code 403 from server: Forbidden",1.0
Error: Could not find or load main class org.gradle.wrapper.GradleWrapperMain,7.0
"* What went wrong:
Execution failed for task ':compileJava'.
> Could not target platform: 'Java SE 9' using tool chain: 'JDK 8 (1.8)'.",11.0
timeout,0.0
"* What went wrong:
A problem occurred evaluating root project 'opendistro-anomaly-detection'.
> Failed to apply plugin [id 'elasticsearch.esplugin']
   > Could not create plugin of type 'PluginBuildPlugin'.
      > Could not generate a decorated class for type PluginBuildPlugin.
         > org/elasticsearch/gradle/plugin/PluginPropertiesExtension has been compiled by a more recent version of the Java Runtime (class file version 54.0), this version of the Java Runtime only recognizes class file versions up to 52.0",11.0
"* What went wrong:
Execution failed for task ':test'.
> Tests could not be run. Please specify a Liberty runtime. Choose either wlp or ol.",0.0
"* What went wrong:
A problem occurred evaluating script.
> /home/tako/mingu/gradle-project/star50-101-200/gauge-gradle-plugin/local.properties (No such file or directory)",4.0
"> Task :gradle-conjure:test

com.palantir.gradle.conjure.ConjureLocalPluginTest > generateConjure generates code in subprojects FAILED
    org.gradle.api.GradleException at ConjureLocalPluginTest.groovy:102
        Caused by: org.gradle.internal.exceptions.LocationAwareException at DefaultExceptionAnalyser.java:103
            Caused by: org.gradle.api.tasks.TaskExecutionException at ExecuteActionsTaskExecuter.java:201
                Caused by: java.lang.RuntimeException at GradleExecUtils.java:45

com.palantir.gradle.conjure.ConjurePluginTest > compileConjure generates code and ir in subprojects FAILED
    org.gradle.api.GradleException at ConjurePluginTest.groovy:110
        Caused by: org.gradle.internal.exceptions.LocationAwareException at DefaultExceptionAnalyser.java:103
            Caused by: org.gradle.api.tasks.TaskExecutionException at ExecuteActionsTaskExecuter.java:201
                Caused by: java.lang.RuntimeException at GradleExecUtils.java:45
<=
com.palantir.gradle.conjure.ConjurePluginTest > compileConjure creates build/conjure for root project FAILED
    org.gradle.api.GradleException at ConjurePluginTest.groovy:248
        Caused by: org.gradle.internal.exceptions.LocationAwareException at DefaultExceptionAnalyser.java:103
            Caused by: org.gradle.api.tasks.TaskExecutionException at ExecuteActionsTaskExecuter.java:201
                Caused by: java.lang.RuntimeException at GradleExecUtils.java:45

com.palantir.gradle.conjure.ConjurePluginTest > clean cleans up build/conjure for root project FAILED
    org.gradle.api.GradleException at ConjurePluginTest.groovy:256
        Caused by: org.gradle.internal.exceptions.LocationAwareException at DefaultExceptionAnalyser.java:103
            Caused by: org.gradle.api.tasks.TaskExecutionException at ExecuteActionsTaskExecuter.java:201
                Caused by: java.lang.RuntimeException at GradleExecUtils.java:45

com.palantir.gradle.conjure.ConjurePluginTest > compileConjure does not run tasks if up to date FAILED
    org.gradle.api.GradleException at ConjurePluginTest.groovy:267
        Caused by: org.gradle.internal.exceptions.LocationAwareException at DefaultExceptionAnalyser.java:103
            Caused by: org.gradle.api.tasks.TaskExecutionException at ExecuteActionsTaskExecuter.java:201
                Caused by: java.lang.RuntimeException at GradleExecUtils.java:45

com.palantir.gradle.conjure.ConjurePluginTest > compileConjure does run tasks if not up to date FAILED
    org.gradle.api.GradleException at ConjurePluginTest.groovy:289
        Caused by: org.gradle.internal.exceptions.LocationAwareException at DefaultExceptionAnalyser.java:103
            Caused by: org.gradle.api.tasks.TaskExecutionException at ExecuteActionsTaskExecuter.java:201
                Caused by: java.lang.RuntimeException at GradleExecUtils.java:45

com.palantir.gradle.conjure.ConjurePluginTest > copies conjure imports into build directory and provides imports to conjure compiler FAILED
    org.gradle.api.GradleException at ConjurePluginTest.groovy:375
        Caused by: org.gradle.internal.exceptions.LocationAwareException at DefaultExceptionAnalyser.java:103
            Caused by: org.gradle.api.tasks.TaskExecutionException at ExecuteActionsTaskExecuter.java:201
                Caused by: java.lang.RuntimeException at GradleExecUtils.java:45

com.palantir.gradle.conjure.ConjurePluginTest > typescript extension is respected FAILED
    org.gradle.api.GradleException at ConjurePluginTest.groovy:464
        Caused by: org.gradle.internal.exceptions.LocationAwareException at DefaultExceptionAnalyser.java:103
            Caused by: org.gradle.api.tasks.TaskExecutionException at ExecuteActionsTaskExecuter.java:201
                Caused by: java.lang.RuntimeException at GradleExecUtils.java:45

com.palantir.gradle.conjure.ConjurePluginTest > supports generic generators FAILED
    org.gradle.api.GradleException at ConjurePluginTest.groovy:525
        Caused by: org.gradle.internal.exceptions.LocationAwareException at DefaultExceptionAnalyser.java:103
            Caused by: org.gradle.api.tasks.TaskExecutionException at ExecuteActionsTaskExecuter.java:201
                Caused by: java.lang.RuntimeException at GradleExecUtils.java:45

com.palantir.gradle.conjure.ConjurePluginTest > generic setup is a no-op if there no generic subprojects FAILED
    org.gradle.internal.serialize.PlaceholderAssertionError at ConjurePluginTest.groovy:543

com.palantir.gradle.conjure.ConjurePluginTest > sets up idea source sets correctly FAILED
    org.gradle.api.GradleException at ConjurePluginTest.groovy:563
        Caused by: org.gradle.internal.exceptions.LocationAwareException at DefaultExceptionAnalyser.java:103
            Caused by: org.gradle.api.tasks.TaskExecutionException at ExecuteActionsTaskExecuter.java:201
                Caused by: java.lang.RuntimeException at GradleExecUtils.java:45

com.palantir.gradle.conjure.ConjurePluginTest > runs on version of gradle: 5.0 FAILED
    org.gradle.api.GradleException at ConjurePluginTest.groovy:591
        Caused by: org.gradle.internal.exceptions.LocationAwareException at DefaultExceptionAnalyser.java:74
            Caused by: org.gradle.api.tasks.TaskExecutionException at ExecuteActionsTaskExecuter.java:96
                Caused by: java.lang.RuntimeException at GradleExecUtils.java:45

com.palantir.gradle.conjure.ConjurePluginTest > runs on version of gradle: 5.1 FAILED
    org.gradle.api.GradleException at ConjurePluginTest.groovy:591
        Caused by: org.gradle.internal.exceptions.LocationAwareException at DefaultExceptionAnalyser.java:99
            Caused by: org.gradle.internal.serialize.ContextualPlaceholderException at ExecuteActionsTaskExecuter.java:95
                Caused by: java.lang.RuntimeException at GradleExecUtils.java:45

com.palantir.gradle.conjure.ConjurePluginTest > runs on version of gradle: 5.2 FAILED
    org.gradle.api.GradleException at ConjurePluginTest.groovy:591
        Caused by: org.gradle.internal.exceptions.LocationAwareException at DefaultExceptionAnalyser.java:99
            Caused by: org.gradle.internal.serialize.ContextualPlaceholderException at ExecuteActionsTaskExecuter.java:121
                Caused by: java.lang.RuntimeException at GradleExecUtils.java:45

com.palantir.gradle.conjure.ConjurePluginTest > runs on version of gradle: 5.3 FAILED
    org.gradle.api.GradleException at ConjurePluginTest.groovy:591
        Caused by: org.gradle.internal.exceptions.LocationAwareException at DefaultExceptionAnalyser.java:99
            Caused by: org.gradle.internal.serialize.ContextualPlaceholderException at ExecuteActionsTaskExecuter.java:121
                Caused by: java.lang.RuntimeException at GradleExecUtils.java:45

com.palantir.gradle.conjure.ConjurePluginTest > runs on version of gradle: 5.4 FAILED
    org.gradle.api.GradleException at ConjurePluginTest.groovy:591
        Caused by: org.gradle.internal.exceptions.LocationAwareException at DefaultExceptionAnalyser.java:99
            Caused by: org.gradle.internal.serialize.ContextualPlaceholderException at ExecuteActionsTaskExecuter.java:151
                Caused by: java.lang.RuntimeException at GradleExecUtils.java:45

com.palantir.gradle.conjure.ConjurePluginTest > runs on version of gradle: 5.5 FAILED
    org.gradle.api.GradleException at ConjurePluginTest.groovy:591
        Caused by: org.gradle.internal.exceptions.LocationAwareException at DefaultExceptionAnalyser.java:99
            Caused by: org.gradle.internal.serialize.ContextualPlaceholderException at ExecuteActionsTaskExecuter.java:148
                Caused by: java.lang.RuntimeException at GradleExecUtils.java:45

com.palantir.gradle.conjure.ConjurePublishTypeScriptTest > installs dependencies FAILED
    org.gradle.api.GradleException at ConjurePublishTypeScriptTest.groovy:91
        Caused by: org.gradle.internal.exceptions.LocationAwareException at DefaultExceptionAnalyser.java:103
            Caused by: org.gradle.api.tasks.TaskExecutionException at ExecuteActionsTaskExecuter.java:201
                Caused by: java.lang.RuntimeException at GradleExecUtils.java:45

com.palantir.gradle.conjure.ConjurePublishTypeScriptTest > installTypeScriptDependencies is up-to-date when run for the second time FAILED
    org.gradle.api.GradleException at ConjurePublishTypeScriptTest.groovy:101
        Caused by: org.gradle.internal.exceptions.LocationAwareException at DefaultExceptionAnalyser.java:103
            Caused by: org.gradle.api.tasks.TaskExecutionException at ExecuteActionsTaskExecuter.java:201
                Caused by: java.lang.RuntimeException at GradleExecUtils.java:45

com.palantir.gradle.conjure.ConjurePublishTypeScriptTest > compiles TypeScript FAILED
    org.gradle.api.GradleException at ConjurePublishTypeScriptTest.groovy:118
        Caused by: org.gradle.internal.exceptions.LocationAwareException at DefaultExceptionAnalyser.java:103
            Caused by: org.gradle.api.tasks.TaskExecutionException at ExecuteActionsTaskExecuter.java:201
                Caused by: java.lang.RuntimeException at GradleExecUtils.java:45

com.palantir.gradle.conjure.ConjurePublishTypeScriptTest > compileConjureTypeScript is up-to-date when run for the second time FAILED
    org.gradle.api.GradleException at ConjurePublishTypeScriptTest.groovy:128
        Caused by: org.gradle.internal.exceptions.LocationAwareException at DefaultExceptionAnalyser.java:103
            Caused by: org.gradle.api.tasks.TaskExecutionException at ExecuteActionsTaskExecuter.java:201
                Caused by: java.lang.RuntimeException at GradleExecUtils.java:45

com.palantir.gradle.conjure.ConjurePublishTypeScriptTest > publishes generated code FAILED
    org.gradle.api.GradleException at ConjurePublishTypeScriptTest.groovy:157
        Caused by: org.gradle.internal.exceptions.LocationAwareException at DefaultExceptionAnalyser.java:103
            Caused by: org.gradle.api.tasks.TaskExecutionException at ExecuteActionsTaskExecuter.java:201
                Caused by: java.lang.RuntimeException at GradleExecUtils.java:45

com.palantir.gradle.conjure.ConjureServiceDependencyTest > correctly passes product dependencies to conjure FAILED
    org.gradle.api.GradleException at ConjureServiceDependencyTest.groovy:133
        Caused by: org.gradle.internal.exceptions.LocationAwareException at DefaultExceptionAnalyser.java:103
            Caused by: org.gradle.api.tasks.TaskExecutionException at ExecuteActionsTaskExecuter.java:201
                Caused by: java.lang.RuntimeException at GradleExecUtils.java:45

com.palantir.gradle.conjure.ConjureServiceDependencyTest > correctly passes product dependencies to generators FAILED
    org.gradle.api.GradleException at ConjureServiceDependencyTest.groovy:158
        Caused by: org.gradle.internal.exceptions.LocationAwareException at DefaultExceptionAnalyser.java:103
            Caused by: org.gradle.api.tasks.TaskExecutionException at ExecuteActionsTaskExecuter.java:201
                Caused by: java.lang.RuntimeException at GradleExecUtils.java:45",0.0
"* What went wrong:
Execution failed for task ':test'.
> There were failing tests. See the report at: file:///home/tako/mingu/gradle-project/star50-101-200/gradle-format-plugin/build/reports/tests/index.html",0.0
"* What went wrong:
A problem occurred configuring root project 'gradle-jooq-plugin'.
> Could not resolve all dependencies for configuration ':classpath'.
   > Could not resolve org.gradle.api.plugins:gradle-nexus-plugin:0.2.
     Required by:
         :gradle-jooq-plugin:unspecified
      > Could not GET 'http://repo1.maven.org/maven2/org/gradle/api/plugins/gradle-nexus-plugin/0.2/gradle-nexus-plugin-0.2.pom'. Received status code 501 from server: HTTPS Required",1.0
"Exception in thread ""main"" java.io.FileNotFoundException: https://repo.gradle.org/gradle/distributions/gradle-snapshots/gradle-1.0-milestone-4-20110508123756+0200-bin.zip
        at sun.net.www.protocol.http.HttpURLConnection.getInputStream0(HttpURLConnection.java:1896)
        at sun.net.www.protocol.http.HttpURLConnection.getInputStream(HttpURLConnection.java:1498)
        at sun.net.www.protocol.https.HttpsURLConnectionImpl.getInputStream(HttpsURLConnectionImpl.java:268)
        at org.gradle.wrapper.Download.downloadInternal(Download.java:49)
        at org.gradle.wrapper.Download.download(Download.java:37)
        at org.gradle.wrapper.Install.createDist(Install.java:54)
        at org.gradle.wrapper.Wrapper.execute(Wrapper.java:107)
        at org.gradle.wrapper.GradleWrapperMain.main(GradleWrapperMain.java:37)",5.0
"* What went wrong:
Execution failed for task ':test'.
> There were failing tests. See the report at: file:///home/tako/mingu/gradle-project/star50-101-200/gradle-miniconda-plugin/build/reports/tests/test/index.html",0.0
"* What went wrong:
Task 'build' not found in root project 'iTextXml'.",2.0
"* What went wrong:
Execution failed for task ':test'.
> There were failing tests. See the report at: file:///home/tako/mingu/gradle-project/star50-101-200/gradle-postman-runner/build/reports/tests/test/index.html",0.0
